salut lume… adica bot 😅,SALUT
buna dimi,SALUT
salut, ai un minut?,SALUT
hei ce faci azi,SALUT
hello bot 🤖,SALUT
saluttt boss,SALUT
buna buna,SALUT
hei salutare,SALUT
yoo esti activ?,SALUT
salut am nevoie de info,SALUT
hey 😎,SALUT
bună chatbotule,SALUT
salut frățică,SALUT
buna, am o intrebare rapida,SALUT
yooo 👋,SALUT
hey poti raspunde?,SALUT
salutare prietene virtual,SALUT
bunăăă ce faci,SALUT
hei boss ce mai zici,SALUT
salut AI ule 😂,SALUT
buna dimineata chatbot,SALUT
yo salut,SALUT
salutttttt 😭,SALUT
buna poti sa ma ajuti rapid,SALUT
hey chatbot ce faci,SALUT
salut salut salut 😂,SALUT
hei am intrat doar sa salut,SALUT
bunaaa 😁,SALUT
salut robot,SALUT
yoo broo,SALUT
hei ce mai zici,SALUT
bună, e cineva aici?,SALUT
salutare ma poti ajuta?,SALUT
hello there 👋,SALUT
buna chatbot dragut,SALUT
salut am si eu o nelamurire,SALUT
yoo bossule,SALUT
hei buna,SALUT
salut AI,SALUT
buna ce faci azi,SALUT
hey am nevoie de ajutor 😅,SALUT
saluttt ce faci,SALUT
bunaaa bot,SALUT
hei prietene 🤖,SALUT
ce este asta?,INTREBARE
cum functioneaza asta?,INTREBARE
ma poti ajuta cu ceva?,INTREBARE
de ce nu merge?,INTREBARE
cum rezolv problema asta?,INTREBARE
ce inseamna asta?,INTREBARE
unde gasesc optiunea asta?,INTREBARE
cand ajunge comanda?,INTREBARE
cum se foloseste?,INTREBARE
de ce mi-a dat eroare?,INTREBARE
ce pot sa fac acum?,INTREBARE
este normal sa faca asa?,INTREBARE
cum pot sa repar asta?,INTREBARE
ai vreo idee?,INTREBARE
de ce nu raspunde?,INTREBARE
cum schimb setarea asta?,INTREBARE
unde intru ca sa modific?,INTREBARE
ce inseamna eroarea asta?,INTREBARE
pot sa fac asta altfel?,INTREBARE
cum verific statusul?,INTREBARE
de ce nu merge aplicatia?,INTREBARE
ce trebuie sa apas?,INTREBARE
cum imi recuperez contul?,INTREBARE
de ce nu primesc mesaj?,INTREBARE
ce s-a intamplat?,INTREBARE
cum pot sa contactez suportul?,INTREBARE
unde vad detaliile?,INTREBARE
este vreo solutie?,INTREBARE
cum pot sa schimb parola?,INTREBARE
de ce nu se incarca?,INTREBARE
ce optiuni am?,INTREBARE
cum functioneaza exact?,INTREBARE
unde gasesc istoricul?,INTREBARE
de ce imi apare asta?,INTREBARE
cum activez functia?,INTREBARE
pot sa anulez comanda?,INTREBARE
cum verific livrarea?,INTREBARE
de ce nu merge contul?,INTREBARE
ce trebuie sa fac?,INTREBARE
cum pot sa contactez pe cineva?,INTREBARE
unde gasesc setarile?,INTREBARE
de ce nu se salveaza?,INTREBARE
cum pot sa sterg asta?,INTREBARE
ce inseamna mesajul asta?,INTREBARE
cum se actualizeaza?,INTREBARE
unde vad factura?,INTREBARE
de ce nu functioneaza?,INTREBARE
cum pot sa refac comanda?,INTREBARE
ce trebuie sa schimb?,INTREBARE
cum imi verific contul?,INTREBARE
de ce nu merge plata?,INTREBARE
cum pot sa dau retur?,INTREBARE
unde gasesc ajutor?,INTREBARE
ce inseamna statusul asta?,INTREBARE
cum activez notificările?,INTREBARE
de ce nu primesc codul?,INTREBARE
cum pot sa resetez parola?,INTREBARE
unde verific comanda?,INTREBARE
ce fac daca nu merge?,INTREBARE
cum pot sa modific datele?,INTREBARE
de ce imi da eroare?,INTREBARE
cum se conecteaza?,INTREBARE
unde gasesc suportul?,INTREBARE
ce trebuie sa apas aici?,INTREBARE
cum functioneaza plata?,INTREBARE
de ce nu merge login-ul?,INTREBARE
cum pot sa recuperez datele?,INTREBARE
unde vad statusul comenzii?,INTREBARE
ce inseamna acest mesaj?,INTREBARE
cum activez contul?,INTREBARE
de ce nu primesc email?,INTREBARE
cum pot sa schimb limba?,INTREBARE
unde gasesc istoricul comenzilor?,INTREBARE
ce trebuie sa fac daca uit parola?,INTREBARE
cum pot sa verific plata?,INTREBARE
de ce nu merge site-ul?,INTREBARE
cum anulez o comanda?,INTREBARE
unde gasesc optiunile?,INTREBARE
ce inseamna eroare 404?,INTREBARE
cum pot sa contactez firma?,INTREBARE
de ce nu merge contul meu?,INTREBARE
cum pot sa verific livrarea?,INTREBARE
unde vad detaliile comenzii?,INTREBARE
ce trebuie sa fac acum?,INTREBARE
cum pot sa schimb emailul?,INTREBARE
de ce nu merge aplicatia?,INTREBARE
cum pot sa trimit un mesaj?,INTREBARE
unde gasesc informatiile?,INTREBARE
ce inseamna status pending?,INTREBARE
cum pot sa ma loghez?,INTREBARE
de ce nu merge deloc?,INTREBARE
cum pot sa verific contul?,INTREBARE
unde gasesc ajutorul?,INTREBARE
ce trebuie sa fac mai departe?,INTREBARE
cum functioneaza sistemul?,INTREBARE
de ce nu se deschide?,INTREBARE
cum pot sa rezolv problema?,INTREBARE
multumesc mult,MULTUMIRE
mersi frumos 👋,MULTUMIRE
merciii 😄,MULTUMIRE
multumesc pentru ajutor,MULTUMIRE
mersi mult de tot 👍,MULTUMIRE
multumesc, chiar m-ai ajutat,MULTUMIRE
mersi bro 😎,MULTUMIRE
multumesc tare,MULTUMIRE
mersi mult ❤️,MULTUMIRE
multumesc chatbotule,MULTUMIRE
mersi pentru info,MULTUMIRE
multumesc enorm,MULTUMIRE
mersi, super util,MULTUMIRE
multumesc frate 😂,MULTUMIRE
mersi mult de ajutor,MULTUMIRE
multumesc mult de tot ❤️,MULTUMIRE
mersi, esti tare,MULTUMIRE
multumesc mult 😊,MULTUMIRE
mersi, chiar ajuta,MULTUMIRE
multumesc botule 🤖,MULTUMIRE
mersi mult, chiar needed,MULTUMIRE
multumesc mult de răspuns,MULTUMIRE
mersi boss,MULTUMIRE
multumesc mult pentru clarificare,MULTUMIRE
mersi, esti de ajutor,MULTUMIRE
multumesc mult 👍,MULTUMIRE
mersi mult, respect,MULTUMIRE
multumesc frumos de tot,MULTUMIRE
mersi, foarte util,MULTUMIRE
multumesc mult, apreciez,MULTUMIRE
mersi mult ❤️‍🔥,MULTUMIRE
multumesc chatbot 😄,MULTUMIRE
mersi mult pentru explicatie,MULTUMIRE
multumesc mult de ajutorul rapid,MULTUMIRE
mersi, ai fost super,MULTUMIRE
multumesc mult bro 😎,MULTUMIRE
mersi frumos de raspuns,MULTUMIRE
multumesc mult, chiar aveam nevoie,MULTUMIRE
mersi mult, life saver,MULTUMIRE
multumesc enorm de mult,MULTUMIRE
mersi, genial raspuns,MULTUMIRE
multumesc mult ❤️,MULTUMIRE
mersi mult, chiar clar,MULTUMIRE
multumesc chatbotule dragut 🤖,MULTUMIRE
mersi mult, respect maxim,MULTUMIRE
multumesc mult pentru ajutor rapid,MULTUMIRE
mersi mult, super tare,MULTUMIRE
multumesc mult de explicatie,MULTUMIRE
mersi, ai rezolvat,MULTUMIRE
multumesc mult 👍😄,MULTUMIRE
mersi mult de tot ajutorul,MULTUMIRE
multumesc mult, chiar mi-a fost util,MULTUMIRE
mersi mult, esti top,MULTUMIRE
multumesc frumos ❤️,MULTUMIRE
mersi mult, foarte clar,MULTUMIRE
multumesc mult de suport,MULTUMIRE
mersi, chiar ajuta mult,MULTUMIRE
multumesc mult bot 😄,MULTUMIRE
mersi mult de raspuns rapid,MULTUMIRE
multumesc mult, perfect,MULTUMIRE
mersi mult ❤️👍,MULTUMIRE
multumesc mult, esti tare de tot,MULTUMIRE
mersi frumos, chiar am inteles,MULTUMIRE
multumesc mult de tot 😄,MULTUMIRE
mersi mult, super explicat,MULTUMIRE
multumesc mult chatbotule,MULTUMIRE
mersi mult, respect bro,MULTUMIRE
multumesc mult de ajutor 🙏,MULTUMIRE
mersi mult, exact ce aveam nevoie,MULTUMIRE
multumesc mult ❤️😄,MULTUMIRE
mersi mult, esti genial,MULTUMIRE
multumesc mult pentru raspuns rapid,MULTUMIRE
mersi mult, super util 😎,MULTUMIRE
multumesc mult, chiar m-a ajutat,MULTUMIRE
mersi mult de tot 👍😄,MULTUMIRE
multumesc mult, foarte fain explicat,MULTUMIRE
mersi mult, top răspuns,MULTUMIRE
multumesc mult chatbotule 🤖❤️,MULTUMIRE
mersi mult, apreciez mult,MULTUMIRE
multumesc mult de tot ajutorul 👍,MULTUMIRE
mersi mult, chiar salvator,MULTUMIRE
multumesc mult 😄👍,MULTUMIRE
mersi mult, super clar,MULTUMIRE
multumesc mult, ai fost de mare ajutor,MULTUMIRE
mersi mult bro ❤️,MULTUMIRE
multumesc mult, perfect explicat,MULTUMIRE
mersi mult, respect 😎,MULTUMIRE
multumesc mult chatbotule drag,MULTUMIRE
mersi mult, chiar rapid raspunsul,MULTUMIRE
multumesc mult ❤️🙏,MULTUMIRE
mersi mult, esti foarte util,MULTUMIRE
multumesc mult de tot, chiar ajuta mult,MULTUMIRE
mersi mult, 10/10 raspuns,MULTUMIRE
multumesc mult 👍❤️,MULTUMIRE
mersi mult, chiar mi-ai salvat situatia,MULTUMIRE
multumesc mult botule 🤖😄,MULTUMIRE
mersi mult de tot, esti tare,MULTUMIRE
ce stii sa faci?,PREZENTARE
ce poti sa faci?,PREZENTARE
ce functii ai?,PREZENTARE
ma poti ajuta cu ce?,PREZENTARE
spune-mi ce stii sa faci,PREZENTARE
cu ce ma poti ajuta?,PREZENTARE
ce esti capabil sa faci?,PREZENTARE
ce poti face exact?,PREZENTARE
prezinta-te,PREZENTARE
cine esti?,PREZENTARE
cum functionezi?,PREZENTARE
ce rol ai?,PREZENTARE
ce stii tu sa faci?,PREZENTARE
la ce esti bun?,PREZENTARE
ce fel de ajutor oferi?,PREZENTARE
ce poti sa imi oferi?,PREZENTARE
explica-mi ce faci,PREZENTARE
ce servicii ai?,PREZENTARE
cum ma poti ajuta?,PREZENTARE
ce poti rezolva?,PREZENTARE
da-mi un exemplu ce poti face,PREZENTARE
ce task-uri poti face?,PREZENTARE
ce stii sa rezolvi?,PREZENTARE
ce poti sa imi explici?,PREZENTARE
ce stii despre tine?,PREZENTARE
ce poti sa imi arati?,PREZENTARE
ce fel de raspunsuri dai?,PREZENTARE
cum te pot folosi?,PREZENTARE
pentru ce esti creat?,PREZENTARE
ce poti face pentru mine?,PREZENTARE
spune-mi abilitatile tale,PREZENTARE
ce poti face concret?,PREZENTARE
la ce ma ajuti tu?,PREZENTARE
ce poti procesa?,PREZENTARE
ce informatii poti oferi?,PREZENTARE
ce poti sa imi explici simplu?,PREZENTARE
cum ma ajuti tu?,PREZENTARE
ce fel de intrebari poti rezolva?,PREZENTARE
ce poti face ca bot?,PREZENTARE
ce poti sa imi raspunzi?,PREZENTARE
ce stii sa explici?,PREZENTARE
cum functionezi exact?,PREZENTARE
ce poti analiza?,PREZENTARE
ce poti sa generezi?,PREZENTARE
ce tip de ajutor oferi?,PREZENTARE
ce poti face in chat?,PREZENTARE
ce esti tu defapt?,PREZENTARE
ce poti rezolva pentru mine?,PREZENTARE
ce poti sa procesezi?,PREZENTARE
ce poti sa intelegi?,PREZENTARE
nu stiu cum sa folosesc asta,HELP
ma poti ajuta te rog?,HELP
am nevoie de ajutor,HELP
nu inteleg cum functioneaza,HELP
imi poti explica?,HELP
cum se foloseste?,HELP
nu stiu ce sa fac,HELP
ma poti ghida?,HELP
ajutor te rog 😅,HELP
nu ma descurc aici,HELP
unde trebuie sa intru?,HELP
ce trebuie sa apas?,HELP
nu gasesc optiunea,HELP
ma pierd in aplicatie,HELP
poti sa ma ajuti putin?,HELP
nu stiu de unde sa incep,HELP
nu inteleg deloc,HELP
ma poti indruma?,HELP
cum rezolv asta?,HELP
nu merge cum trebuie,HELP
ce fac mai departe?,HELP
nu stiu unde sa dau click,HELP
explica-mi te rog,HELP
nu inteleg pasii,HELP
ma poti ajuta rapid?,HELP
nu gasesc butonul,HELP
nu stiu cum sa continui,HELP
am nevoie de instructiuni,HELP
nu stiu ce inseamna asta,HELP
ma poti ajuta cu un exemplu?,HELP
nu ma prind cum functioneaza,HELP
ce ar trebui sa fac?,HELP
nu gasesc setarea,HELP
ma poti ajuta sa rezolv?,HELP
nu stiu unde sa intru,HELP
nu imi dau seama,HELP
poti sa imi explici simplu?,HELP
nu stiu cum sa configurez,HELP
nu gasesc nimic,HELP
ma poti ajuta cu pasii?,HELP
nu inteleg interfata,HELP
ce inseamna asta?,HELP
nu stiu cum sa activez,HELP
nu stiu cum sa dezactivez,HELP
ma poti ajuta te rog mult?,HELP
nu gasesc unde e problema,HELP
nu stiu ce optiune sa aleg,HELP
nu merge la mine,HELP
ma poti ajuta sa inteleg?,HELP
nu stiu cum sa continui aici,HELP
nu inteleg mesajul,HELP
ma poti ajuta sa configurez?,HELP
nu gasesc unde trebuie sa intru,HELP
nu stiu ce sa selectez,HELP
ma poti ajuta pas cu pas?,HELP
nu stiu cum sa repar asta,HELP
nu gasesc optiunea corecta,HELP
nu inteleg ce trebuie facut,HELP
ma poti ajuta putin mai detaliat?,HELP
nu stiu cum sa rezolv eroarea,HELP
nu imi dau seama ce e cu asta,HELP
ma poti ajuta sa gasesc?,HELP
nu stiu unde sa apas mai departe,HELP
nu inteleg procesul,HELP
ma poti ajuta cu setarile?,HELP
nu gasesc instructiunile,HELP
nu stiu cum sa pornesc,HELP
nu stiu cum sa opresc,HELP
ma poti ajuta sa configurez contul?,HELP
nu inteleg ce trebuie sa fac aici,HELP
nu gasesc meniul,HELP
nu stiu cum sa navighez,HELP
ma poti ajuta cu un tutorial?,HELP
nu stiu cum sa salvez,HELP
nu inteleg deloc pasul asta,HELP
nu gasesc unde sa intru in cont,HELP
ma poti ajuta sa ma loghez?,HELP
nu stiu cum sa ma conectez,HELP
nu inteleg eroarea asta,HELP
ma poti ajuta sa o repar?,HELP
nu gasesc functia asta,HELP
nu stiu cum sa o activez corect,HELP
ma poti ajuta cu aplicatia?,HELP
nu inteleg ce buton trebuie apasat,HELP
nu gasesc unde se schimba,HELP
ma poti ajuta cu o explicatie simpla?,HELP
nu stiu cum sa trimit asta,HELP
nu inteleg pasul urmator,HELP
ma poti ajuta sa termin procesul?,HELP
nu gasesc unde sa intru pentru asta,HELP
nu stiu cum sa verific,HELP
nu inteleg ce e de facut,HELP
ma poti ajuta cu un ghid?,HELP
nu gasesc unde sa modific,HELP
nu stiu cum sa setez corect,HELP
nu inteleg cum se face,HELP
ma poti ajuta te rog?,HELP
nu gasesc solutia,HELP
ce faci?,SMALL_TALK
ce mai faci?,SMALL_TALK
cum esti?,SMALL_TALK
esti bine?,SMALL_TALK
ce faci azi?,SMALL_TALK
mai esti pe aici?,SMALL_TALK
esti activ?,SMALL_TALK
hei ce faci?,SMALL_TALK
salut, ce faci?,SMALL_TALK
yo ce mai zici?,SMALL_TALK
ce faci bot?,SMALL_TALK
mai functionezi?,SMALL_TALK
esti online?,SMALL_TALK
mai esti aici?,SMALL_TALK
ce faci acum?,SMALL_TALK
cum merge?,SMALL_TALK
totul bine?,SMALL_TALK
ce mai zici?,SMALL_TALK
ce faci frate?,SMALL_TALK
hei, esti acolo?,SMALL_TALK
mai esti treaz?,SMALL_TALK
ce mai faci azi?,SMALL_TALK
cum iti merge?,SMALL_TALK
esti ok?,SMALL_TALK
ce mai faci botule?,SMALL_TALK
hei, ce faci?,SMALL_TALK
mai esti activ aici?,SMALL_TALK
ce faci prietene?,SMALL_TALK
totul ok la tine?,SMALL_TALK
ce mai faci chatbot?,SMALL_TALK
esti liber?,SMALL_TALK
ce faci acum tu?,SMALL_TALK
mai functionezi bine?,SMALL_TALK
ce mai faci pe aici?,SMALL_TALK
hei ce mai faci azi?,SMALL_TALK
esti ocupat?,SMALL_TALK
ce faci bro?,SMALL_TALK
mai esti conectat?,SMALL_TALK
ce mai faci acolo?,SMALL_TALK
hei bot, ce faci?,SMALL_TALK
cum te simti?,SMALL_TALK
ce faci ma?,SMALL_TALK
mai esti in viata? 😄,SMALL_TALK
ce faci azi chatbot?,SMALL_TALK
hei ce mai zici?,SMALL_TALK
totul bine la tine?,SMALL_TALK
ce faci acum chatbot?,SMALL_TALK
esti pe faza?,SMALL_TALK
ce mai faci prietene?,SMALL_TALK
hei, cum esti azi?,SMALL_TALK
ce faci acum bro?,SMALL_TALK
mai esti aici cu mine?,SMALL_TALK
ce mai faci robotel?,SMALL_TALK
hei ce faci acum?,SMALL_TALK
cum merge treaba?,SMALL_TALK
esti bine azi?,SMALL_TALK
ce faci lume virtuala?,SMALL_TALK
hei, mai esti activ?,SMALL_TALK
ce mai faci azi bro?,SMALL_TALK
esti ok acolo?,SMALL_TALK
ce faci chatule?,SMALL_TALK
mai functionezi normal?,SMALL_TALK
hei, cum merge?,SMALL_TALK
ce mai faci prietene bot?,SMALL_TALK
esti pe aici?,SMALL_TALK
ce faci acum aici?,SMALL_TALK
hei, esti disponibil?,SMALL_TALK
cum esti azi?,SMALL_TALK
ce faci azi prietene?,SMALL_TALK
mai esti activ bot?,SMALL_TALK
hei ce mai faci tu?,SMALL_TALK
esti conectat acum?,SMALL_TALK
ce mai faci omule virtual?,SMALL_TALK
hei, totul ok?,SMALL_TALK
ce faci in momentul asta?,SMALL_TALK
mai esti online aici?,SMALL_TALK
ce mai faci chatbotule?,SMALL_TALK
hei, esti bine?,SMALL_TALK
ce faci acum frate?,SMALL_TALK
esti in regula?,SMALL_TALK
ce mai faci azi prietene?,SMALL_TALK
hei, mai functionezi?,SMALL_TALK
ce faci acum botule?,SMALL_TALK
esti activ inca?,SMALL_TALK
ce mai faci aici?,SMALL_TALK
hei, ce mai zici tu?,SMALL_TALK
esti ok chatbot?,SMALL_TALK
ce faci acum pe aici?,SMALL_TALK
hei, cum merge treaba?,SMALL_TALK
mai esti activ azi?,SMALL_TALK
ce faci acum prietene?,SMALL_TALK
esti bine bot?,SMALL_TALK
ce mai faci in seara asta?,SMALL_TALK
hei, ce faci acum tu?,SMALL_TALK
